DATE,yield_ust,CPI,Unemployment_Rate,GDP_Growth_Rate,S&P500_Index,VIX_Index,Brent_Oil_Price,Euro_Bond_Yield,Dollar_Index
2023-05-24,4.08,267.15,4.5,1.36,4004.07,21.27,95.44,1.68,101.35
2023-05-25,.,298.44,4.9,1.74,4227.35,18.91,92.34,1.35,93.41
2023-05-26,4.03,284.75,4.8,3.48,3979.24,25.32,102.42,1.15,92.81
2023-05-27,4.02,270.07,5.1,0.34,3787.38,33.2,85.13,1.78,102.46
2023-05-28,4.09,259.63,4.4,0.46,3863.38,15.87,100.15,0.5,96.22
2023-05-29,4.08,267.8,4.5,-0.18,4359.08,30.32,67.3,2.44,98.82
2023-05-30,4.19,258.49,5.1,3.03,3968.03,26.45,75.94,0.96,97.2
2023-05-31,4.2,255.32,4.4,2.35,3713.45,23.51,110.16,2.33,102.97
2023-06-01,4.24,295.34,4.9,-0.52,4434.61,29.88,114.22,0.72,99.4
2023-06-02,4.21,299.88,4.4,3.42,4296.6,34.32,92.34,0.98,109.27
2023-06-03,4.25,258.21,4.3,2.29,3555.67,19.58,61.9,0.97,97.05
2023-06-04,4.28,252.73,5,2.83,4498.94,17.87,115.62,2.49,104.81
2023-06-05,4.28,266.49,3.8,-0.78,4194.93,33.26,102.12,0.51,95.15
2023-06-06,4.29,273.08,4.2,1.27,3660.27,28.38,84.84,1.78,100.18
2023-06-07,4.28,260.24,3.9,2.14,3737.17,23.76,95.9,2.24,101.05
2023-06-08,4.37,265.07,4.2,1.44,4192.45,26.47,85.79,1.84,96.58
2023-06-09,4.31,260.04,4,2,4279.76,29.91,87.92,1.23,99.44
2023-06-10,4.26,288.71,4.7,2.68,3739.04,30.46,113.21,2.42,95.59
2023-06-11,4.42,285.63,5.1,0.68,3756.97,33.4,69.67,2.29,90.12
2023-06-12,4.31,281.75,5.1,2.82,3807.12,23.54,66.22,1.37,94.31
2023-06-13,4.3,269.36,4.2,-0.27,4098.02,20.87,60.16,1.65,104
2023-06-14,.,295.45,5.5,0.22,3671.82,27.79,78.84,2.44,105.42
2023-06-15,4.43,298.48,4.7,-0.8,3604.24,23.31,68.84,2.47,95.6
2023-06-16,4.44,258.68,4.3,0.64,4178.86,26.89,73.2,1.4,98.16
2023-06-17,4.43,261.15,5.2,0.71,4279.1,23.4,60.67,2.19,90.75
2023-06-18,4.43,276.28,5,2.62,4000.93,18.06,73.63,1.1,94.74
2023-06-19,4.42,254.56,5,1.94,3863.83,24.39,79.96,1.24,105.58
2023-06-20,4.39,271.82,3.9,0.97,3932.04,28.82,61.89,0.83,102.12
2023-06-21,4.41,279.09,4.4,1.93,3888.41,30.99,96.47,0.92,94.12
2023-06-22,4.43,276.1,5.2,-0.76,4459.98,24.87,94.13,1.81,95.15
2023-06-23,4.41,266.55,4.5,-0.19,4268.09,18.3,65.82,1.52,106.34
2023-06-24,4.27,277.12,4.9,1.82,3708.09,23.29,95.7,0.96,94.18
2023-06-25,4.3,297.94,4.7,1.89,3884.19,30.73,119.92,1.31,96.68
2023-06-26,4.25,260.3,5.2,2.48,4044.01,23.26,116.67,1.25,103.29
2023-06-27,.,282.74,4.1,0.81,4112.99,28.93,60.16,2.47,101.22
2023-06-28,4.18,252.17,4.7,2.25,3968.18,25.14,107.72,2.21,99.22
2023-06-29,4.19,253.32,3.7,2.08,4310.13,19.82,81.22,1.28,107.99
2023-06-30,4.23,277.59,4.9,3.34,4267.61,30.92,63.82,2.33,94.39
2023-07-01,4.19,255.25,5,-0.03,4005.16,16.68,77.76,1.19,104.83
2023-07-02,4.17,251.12,3.6,1.48,4354.43,25.5,79.3,1.84,93.18
,,258.58,4.9,1.71,4251.09,19.18,91.39,2.43,102.31
,,278.24,4.3,3.49,4278.58,16.34,99.67,1.28,107.41
,,285.17,3.7,-0.09,4456.4,25.06,104.94,1.86,99.16
,,260.12,4.3,1.35,3766.47,24.99,74.75,1.09,104.49
,,283.41,3.9,0.56,3767.65,29.14,79.31,1.03,106.41
,,259.12,4.3,1.37,4388.95,29.9,78.5,1.65,92.72
,,280.67,4.3,0.04,4272.23,29.56,81.76,2.46,104.12
,,270.6,5,-0.79,4426.55,23.19,119.98,1.41,108.4
,,282.69,5,1.58,3563.13,27.63,106.68,2.38,101.53
,,299.75,4.7,0.51,4127.76,26.54,118.5,2.33,93.72
,,296.89,3.5,-0.18,3644.63,23.43,101.59,1.01,92.54
,,250.21,5.4,0.46,4003.9,26.94,84.38,1.3,95.19
,,294.27,4.9,-0.78,3655.75,33.94,83.38,1.79,92.07
,,253.32,3.6,3.28,3628.08,18.86,89.31,1.54,100.27
,,297.65,5.1,1.62,3512.17,33.12,85.01,0.69,91.39
,,264.09,3.9,2.67,4130.24,16.07,109.7,2.49,94.47
,,269.1,4.7,0.9,3859.02,21.17,87.9,2.01,98.8
,,254.58,4.4,3.06,3605.19,20.76,77.74,1.38,99.48
,,255.61,4.3,1.17,3822.84,27.53,106.49,1.74,101.31
,,286.34,5.3,1.58,3668.94,17.62,111.27,0.68,104.11
,,297.22,4.4,1.21,4441.69,32.65,85.23,1.49,90.94
,,280.54,3.7,2.3,3820,31.57,100.07,2.36,91.61
,,285.79,5.4,1.55,3833.95,28.04,63.53,2.29,91.22
,,288.1,5.3,0.22,4339.86,24.17,91.77,1.17,98.46
,,263.14,4.9,-0.35,4147.76,33.66,62.7,1.56,90.84
,,252.26,4.4,1.73,4210.17,31.61,61.75,1.89,104.92
,,250.09,3.7,1.2,4136,24.99,96.78,1.18,94.46
,,267.53,5.1,-0.57,4446.2,29.04,78.2,0.63,108.78
,,262.07,3.7,0.78,3707,26.34,104.55,1.51,99.73
,,253.12,3.6,1.32,4489.04,26.76,113.76,1.7,98.93
,,258.98,4.6,2.72,4330.96,21.62,68.36,0.51,105.61
,,256.22,3.8,-0.66,4088.97,24.24,103.47,0.69,104.26
,,295.74,3.5,0.57,4162.37,16.56,90.87,0.91,102.15
,,257.01,4.3,2.7,4148.83,22.15,66.73,1.2,108.7
,,276.88,3.8,1.92,3558.4,28.92,99.1,1.58,98.45
,,279.66,3.8,0.3,3718.02,34.06,96.57,1.09,106.17
,,277.17,3.7,2.8,4461.47,34.26,90.94,1.05,97.6
,,254.95,3.9,1.22,4034.36,26.11,115.59,2.24,106.77
,,265.94,4.9,1.24,3878.35,27.13,91.26,0.79,95.19
,,252.56,5.1,3.39,4262.04,18.71,119.43,1.49,95.79
,,269.78,4.4,3.26,4024.52,28.91,90.55,2.41,103.56
,,259.43,4.5,0.61,3513.16,16.41,66.95,1.75,94.25
,,278.08,3.6,-0.37,4236.24,20.69,88.23,1.93,94.58
,,284.64,3.6,0.47,4232.22,28.37,70.94,1.36,96.11
,,276.61,4,-0.86,3665.15,21.21,95.83,0.54,103.58
,,271.71,4.6,-0.91,4456.66,16,101.59,1.79,107.79
,,269.37,5,0.78,3723.91,31.64,88.11,1.76,103.49
,,292.08,4.7,3.23,3957.75,21.21,65.86,0.72,106.56
,,260.97,4.3,2.92,3614.74,16.26,88.12,1.42,100.87
,,286.71,3.7,1.3,4103.28,16.5,64.89,2.33,91.38
,,287.87,5.1,1.54,3875.45,20.04,100.93,0.91,92.01
,,270.96,4.2,-0.97,3853.17,18.56,107.42,1.42,101.09
,,264.87,5,-0.03,4326.98,30.49,117.74,1.42,96.56
,,273.53,4.5,-0.89,3509.56,21.43,68.93,2.12,94.41
,,254.66,5,2.4,4297.95,31.09,91.95,2.15,99.33
,,252.3,5.3,-0.34,4071.45,18.48,94.05,2.02,103.33
,,255.58,5.3,2.91,4486.1,24.86,115.35,1.23,97.7
,,259.36,4.6,1.89,4089.44,28.76,97.64,0.64,106.05
,,275.21,4.5,0.03,3555.38,28.04,68.73,1.2,104.77
,,292.46,4,-0.29,3550.65,27.02,86.18,1.86,104.7
,,261.78,5.4,1.82,4383.15,33.5,99.29,1.91,109.7
,,296.76,4.4,3.05,4341.21,19.57,102.02,2.43,95.9
,,297.75,3.8,2.23,3845.89,24.87,111.78,1.41,102.89
,,297.95,4.4,0.57,4118.03,32.68,70.83,1.76,107.11
,,291.88,3.8,1.64,3989.59,16.56,117.09,1.58,101.59
,,268.19,4.5,0.4,4467.16,16.12,63.55,0.8,105.79
,,253.63,4.6,3.5,4449.96,19.67,119.03,1.42,98.29
,,278.44,4.2,2.37,4483.84,27.66,111.47,1.59,101.81
,,277.93,3.6,1.76,4366.45,20.2,99.62,2.4,91.11
,,292.5,5.4,0.9,4409.55,18.8,104.1,1.23,109.72
,,299.8,5,1.78,3717.28,24.18,64.36,2.46,106
,,275.41,5.2,0.54,4331.01,27.27,62.49,1.58,107.38
,,267.26,4.2,-0.87,4208.86,19.97,66.11,0.98,103.89
,,259.3,5,0.78,4462.79,21.01,65.24,0.88,93.72
,,250.24,4.5,3.19,4071.26,27.27,92.84,0.78,90.62
,,275.46,3.9,1.82,3585.17,33.91,72.93,1.41,107.29
,,277.78,3.7,-0.62,4097.4,28.49,111.61,0.54,97.93
,,291.25,4.2,2.98,4186.58,30.66,86.74,1.39,95.28
,,275.23,3.8,0.21,3720.32,22.34,101.73,2.48,101.23
,,295.82,5.5,0.1,3894.11,20.45,99.17,1.84,98.42
,,281.4,3.6,0.34,4098.5,24.09,79.19,2.02,103.03
,,292.02,4.4,1.6,3874.11,31.14,74.59,0.74,99.68
,,257.42,4.4,1.45,3874.95,24.13,80.55,1.45,103.94
,,292.77,4.1,1.21,3633.09,31.93,107.8,1.07,107.07
,,283.76,4.6,2.23,4440.75,34.78,95.18,2.29,93.91
,,258.51,3.8,0.42,4250.49,16.44,75.21,0.86,96.59
,,259.49,5.1,2.52,3501.24,15.91,109.07,1.42,98.74
,,296.33,4.2,-0.21,4265.61,17.99,63.29,1.68,109.24
,,251.61,4.7,2.52,4239.79,22.69,101.95,1.53,97.31
,,273.13,4.9,1.99,3509.73,17.62,86.35,2.16,97.62
,,265.67,5.3,2.07,3869.6,32.41,103.88,0.96,103.07
,,283.25,5.2,1.17,4106.75,15.46,115.65,1.25,98.38
,,291.98,4.7,2,3952.75,21.32,105,2.08,109.02
,,268.02,4.3,-0.64,4277.99,18.69,86.52,1.56,107.89
,,271.35,4.5,2.83,3925.46,33.63,69.06,1.3,100.27
,,299.1,5,-0.75,3653.86,28.39,108.38,0.56,102.9
,,289.2,5.3,-0.33,4476.42,33.24,87.64,2.01,91.16
,,294.86,3.7,1.6,3742.04,34.45,64.52,2.44,103.91
,,271.94,4.3,2.33,4217.69,24.94,103.14,1.74,104.14
,,261.7,5.1,-0.66,3643.16,19.69,77.51,2.21,97.18
,,270.59,4.4,3.14,3829.01,18.87,62.93,1.53,94.39
,,285.8,4.2,3.38,3942.03,19.46,114.17,0.96,108.3
,,255.47,4.3,1.73,3692.23,29.17,88.99,0.53,98.53
,,263.52,4.7,1.17,3949.96,15.81,76.86,1.81,103.07
,,252.33,5.5,2.34,3657.16,16.03,102.98,1.49,90.67
,,271.62,4.5,0.48,4059.01,27.16,113.15,2.06,98.28
,,291.37,3.9,1.22,4163.71,27.84,60.02,1.89,106.35
,,251.23,3.8,3.12,3562.43,28.31,101.27,2.48,97.75
,,283.77,3.6,3.3,4371.13,22.44,106.02,1.52,102.06
,,296.62,4.6,3.17,3685.14,31.12,72.6,1.35,94.2
,,261.85,4.6,0.18,3725.36,25.67,89.38,1.07,98.33
,,284.68,3.9,0.05,4161.35,17.11,65.36,1.45,108.55
,,298.76,4.9,0.34,3968.75,30.94,104.8,2.25,101.33
,,298.11,5,0.99,3999.4,34.06,110.85,0.58,108.04
,,261.75,4,0.41,3628.15,16.2,66.49,2.46,108.04
,,255.02,4.2,0.68,4305.74,22.83,108.99,2.49,108.88
,,257.41,5.5,1.79,4117.05,24.75,106.29,1.7,107.91
,,285.1,4.2,2.43,3635.38,17.93,80.81,1.16,90.07
,,286.29,5,2.31,3874,32.35,101.42,0.95,108.68
,,283.71,4.4,2.66,4310.41,20.68,60,1.05,92.75
,,266.8,5.1,-0.86,4068.36,30.66,115.91,0.6,90.8
,,258.49,5,-0.79,3608.65,28.42,93.02,1.45,91.11
,,279.04,4.8,2.55,3872.78,26.96,97.22,0.61,96.98
,,274.18,5.2,1.4,3742.69,18.84,99.88,1.94,102.42
,,286.44,5.4,1.6,4017.47,19.41,93.68,1.24,98.05
,,272.07,4.7,-0.76,4343.36,15.95,111.41,0.9,90.51
,,266.93,4,0.15,3936.27,19.81,96.58,1.59,99.53
,,264.67,4.3,1.87,3933.34,21.91,114.47,2.45,98.84
,,260.57,5,2.87,4405.35,31.66,94.94,1.89,105.14
,,263.29,4.8,3.13,4076.19,22.33,70.27,1.48,95.59
,,254.74,3.9,1.25,4066.19,30.09,114.81,2.05,94.35
,,267.34,3.6,1.45,3761.91,23.79,100.9,1.97,95.12
,,251.83,4.9,2.75,4107.72,30.7,101.95,2.28,96.07
,,259.32,4,1.42,4075.91,34.53,119.13,0.91,101.98
,,287.34,4.5,1.33,3896.85,19.8,64.51,2.22,99.43
,,266.27,5,3.07,4490.7,32.25,85.72,1.1,96.74
,,283.41,4.6,2.55,4381.89,27.44,74.35,2.38,97.49
,,285.84,3.7,3.09,4249.59,31.35,97.83,1.06,97.42
,,279.06,3.9,-0.02,4037.35,28.03,108.41,2.35,109.45
,,297.93,3.9,1.36,3962.06,23.48,117.98,2.43,94.66
,,251.07,4,2.79,3684.9,19.56,87.28,0.79,106.36
,,286.93,4.6,-0.5,3805.74,16.4,107.17,2.45,104.16
,,297.94,4.5,2.58,4273.96,25.71,115.02,0.67,90.11
,,293.11,3.9,-0.18,3953.75,34.81,101,0.94,109.86
,,258.39,3.6,2.64,4382.27,29.76,74.56,1.39,105.13
,,266.34,3.8,1.75,3647.91,21.55,96.47,2.49,103.65
,,258.62,5.5,-0.13,4008.35,31.54,118.2,1.48,98.11
,,280.07,4.4,1.13,4146.97,30.38,119.25,1.6,101.1
,,285.61,5.2,2.07,4016.85,20.63,98.54,1.89,95.07
,,265.85,5.2,1.85,4389.23,15.29,113.22,2.44,90.71
,,276.98,4.5,0.92,4489.56,17.36,72.02,2.07,106.72
,,284.55,4.9,3.05,3615.83,32.55,74.76,0.95,107.93
,,271.07,3.9,1.34,3629.95,31.73,117.17,1.11,93.25
,,292.7,4.9,1.28,3630.32,20.9,68.11,0.7,105.74
,,288.58,4,-0.72,4181.18,20.7,71.47,1.79,104.82
,,253.23,5.2,3.15,3872.68,30.86,85.23,0.86,93.57
,,281.06,3.7,-0.2,4233.31,33.75,95.38,1.01,98.44
,,261.77,5,1.38,3905.47,30.58,96.23,2.28,98.46
,,277.88,3.7,2.62,4127.61,27.11,77.52,1.15,105.2
,,297.84,5.3,-0.03,4269.86,19.85,115.24,1.63,106.75
,,293.95,4.1,1.37,4048.22,25.51,114.91,1.3,91.9
,,270.23,4.8,0.08,4039.5,19.67,83.52,0.65,101.26
,,264.58,4.5,2.42,3588.23,31.16,86.06,1.23,105.23
,,261.72,4.2,1.54,3910.78,22.74,102.15,1.32,105.72
,,276.63,4.8,2.85,4045.78,31.67,99.78,2.29,92.96
,,255.71,5.4,3.03,3961.98,22.63,82.94,1.15,100.51
,,277.46,3.6,1.92,4400.78,31.48,84.85,1.26,107.15
,,250.07,5.3,2.26,4406.53,21.67,80.88,2.07,96.37
,,266.19,4.7,1.47,4321.92,23.8,74.12,2.02,98.5
,,261,5.1,0.73,3875.3,27.31,87.49,2.1,106.09
,,298.56,4.3,1.92,4217.3,16.41,101.19,2.41,91.79
,,286.36,4.4,3.09,3895.29,33.96,104.52,2.09,107.19
,,267.48,5.2,0.88,3732.59,26.47,106.73,1.32,96.22
,,254.64,4.3,0.41,3842.9,25.16,82.48,2.14,90.03
,,275.84,4.6,0.75,3570.96,31.79,105.88,1.52,94.68
,,260.67,3.5,0.96,3831.78,32.32,60.39,1.06,91.79
,,276.82,3.8,-0.67,3960.74,25.45,88.62,1.11,91.85
,,291.77,4.8,1.24,4455.48,33.55,107.63,0.95,103.86
,,280.79,4.9,1.22,3813.41,16.29,97.8,0.79,94.28
,,281.69,4.7,1.65,4402.45,17.26,88.44,0.87,108.69
,,277.05,3.8,0.63,3728.86,26.94,98.68,0.63,100.33
,,296.36,4.4,1.76,3690.97,22.08,114.42,2.28,99.2
,,296.6,4.2,2.95,4019,24.28,93.98,2.36,98.69
,,275.64,4.5,3.3,4172.51,21.56,107.99,1.67,103.85
,,265.29,5.2,1.63,3544.33,23.09,118.84,2.18,99.05
,,272.98,5.1,-0.81,3721.07,31.45,102.33,0.87,92.57
,,259.33,3.7,3.36,3955.68,26.87,94.4,2.3,107.6
,,281.82,5.3,2.18,3831,34.95,62.25,1.51,98.57
,,275,4.4,0.51,4212.62,30.74,82.47,0.63,91.48
,,255.17,5,-0.34,4011.16,20.47,93.93,0.78,100.59
,,259.88,3.8,-0.35,3660.36,20.29,107.83,1.12,102.95
,,273.98,4.8,-0.25,4394.47,21.72,86.29,0.59,95.51
,,294.38,4,-0.79,3792.91,31.87,117.6,1.12,106.01
,,278.32,4.4,3.06,4231.13,15.55,76.31,0.62,103.4
,,284.08,3.5,1.43,4279.92,19.6,104.67,0.97,103.01
,,266.95,3.8,2.15,4463.16,33.1,85.14,1.03,98.42
,,278.57,3.7,2.73,3998.51,27.8,89.16,2.49,109.24
,,272.37,4,2.56,4115.84,19.54,108.15,0.97,95.48
,,282.96,3.7,2.97,3834.88,19.38,77.77,0.98,101.55
,,252.53,4.9,3.35,4178.18,32.25,65.81,1.87,96.18
,,274.67,3.6,0.98,3963.38,32.88,91.22,2.22,104.9
,,264.8,4.7,3.28,3937.65,20.12,91.73,1.27,90.96
,,266.31,3.8,2.25,4355.47,23.41,107.83,2.25,90.92
,,298.05,5.4,-0.68,3550.17,31.69,118.1,1.18,106.22
,,259.13,5.4,2.07,4381.96,30.42,63.32,0.89,98.69
,,265.56,4,2.09,4352.07,31.28,95.5,1.16,96.82
,,275.49,4.7,3.08,4006.37,25.37,100.88,1.72,102.15
,,293.15,3.6,0.68,3990.2,33.23,119.15,1.23,104.04
,,270.83,5.4,1.63,3861.81,21.52,116.56,1.85,94.02
,,287.19,4.5,-0.95,4494.17,18.13,102.75,0.97,93.71
,,292.82,3.6,0.49,3611.17,29.17,91.31,1.9,109.16
,,265.5,4.2,-0.72,4090.22,25.79,69.69,1.19,101.79
,,269.64,3.7,1.35,4181.68,32.09,83.05,1.41,97.8
,,267.83,4.3,2.68,4434.33,16.62,95.11,1.62,106.03
,,291.64,4.8,-0.07,4280.2,31.87,103.51,1.87,100.5
,,252.22,4.4,1.37,4143.85,20.87,98.12,0.98,94.83
,,265.42,4.3,-0.08,3616.81,28.1,102.85,2.17,94.13
,,283.97,3.7,-0.46,3873.73,15.8,85.75,1.94,97.94
,,278.27,4,1.3,3638.84,27.19,103.66,0.97,107.2
,,271.81,3.7,-0.64,4381.21,29.35,68.62,2.45,91.23
,,277,5.1,1.64,4249.62,22.38,69.76,1.83,94.37
,,259.88,3.8,-0.86,4257.54,19.31,69.77,1.4,107.86
,,271.54,4.7,-0.52,4152.26,25.75,113.45,0.82,92.43
,,275.09,4.2,1.47,4007.04,31.66,64.56,1.57,102.59
,,295.06,4,1.66,3649.97,21.47,108.09,0.83,94.27
,,263.04,4.8,-0.87,3829.69,20.05,74.01,1.36,102.12
,,293.39,4.4,1.58,3636.92,20.58,88.11,1.32,97.66
,,282.21,4.3,2.77,4224.91,33.98,114.96,1.94,92.03
,,251.02,4.7,2.25,3660.23,22.19,95.16,0.88,101.65
,,286.23,4.5,-0.41,4202.11,15.07,72.61,2.14,103.66
,,251.78,4.1,1.67,4192.26,30.63,77.05,1.15,103.61
,,299.87,4.6,2.03,3959.3,28.99,115.23,1.39,102.74
,,293.63,4.8,-0.83,3635.23,17.57,85.63,2.04,100
,,264.87,3.6,2.85,3814.8,34.7,95.22,1.75,100.39
,,262.87,4.4,3.08,3820.09,27.16,87.6,1.12,102.71
,,269.07,3.6,2.83,4200.39,25.02,82.71,1.27,103.81
,,267.81,3.9,2.71,3613.74,22.64,73.4,1.11,103.1
,,268.62,4.6,2.35,4329.07,32.97,101.17,1.69,101.74
,,265.91,5.2,1.85,4261.01,19.88,103.09,1.17,93.12
,,281.06,5.3,2.05,3686.31,20.72,76.49,1.95,94.21
,,258.21,3.6,2.63,4219.16,17.45,107.34,1.66,95.2
,,292.3,4.3,1.98,4168.51,30.18,111.27,0.79,108.39
,,290.62,4.7,0.47,4248.12,26.91,115.24,1.12,105.19
,,273.82,3.8,0.69,3688.93,27.18,69.67,0.94,101.06
,,292.64,5,3.04,3657.59,19.37,78.24,1.28,95.04
,,262.36,5,-0.92,3736.48,28.02,111.62,1.53,92.22
,,250.88,5.3,2.14,3865.87,30.31,71.91,1.51,107.98
,,280.96,3.5,3.3,4293.66,22.16,60.21,2.01,107.85
,,272.9,3.9,2.18,4237.92,31.03,112.25,0.88,92.21
,,278.36,5.2,3.47,4425.45,21.98,79.59,2.39,105.94
,,294.97,4.8,2.09,3558.63,30.16,84.87,1.19,98.93
,,298.5,5.3,-0.85,3511.56,15.67,86.78,1.1,96.48
,,281.72,3.6,2.72,4199.14,26.02,110.9,1.87,104.78
,,288.2,4.7,0.28,3779.29,34.39,80.27,2.11,102.29
,,254.19,4.6,1.01,3834.08,34.62,113.54,1.26,105.6
,,258.04,3.6,0.4,4046.8,20.64,97.02,1.99,91.49
,,286.66,4.5,0.21,3602.41,23.83,91.64,2.27,96.37
,,271.57,4.7,0.94,4142.69,16.26,79.54,2.03,96.39
,,272.3,3.9,0.7,3825.15,32.47,74.62,0.57,96.6
,,265.43,4,1.85,4132.72,26.37,97.44,2.15,100.05
,,280.37,4.8,2.66,4334.01,22.7,86.81,2.05,95.66
,,259.26,4.4,0.34,3671.11,17.26,114.63,1.84,98.89
,,281.35,5.2,-0.04,4430.87,33.94,89.5,2.02,97.36
,,258.69,4.2,2,4030.69,25.6,90.71,2.46,104.71
,,253.19,4,2.02,4422.93,20.66,85,1.36,102.07
,,266.52,5.5,3.06,3707.73,22,107.36,0.63,103.07
,,261.56,5.3,-0.93,4104.56,20.41,85.49,1.42,94.21
,,294.45,3.6,2.84,3903.89,27.04,76.16,0.59,96.51
,,252.75,5,1.34,4274.22,33.6,111.72,1.09,90.42
,,258.83,3.7,1.8,4105.91,32.13,95.81,1.67,92.17
,,277.44,3.6,-0.59,3994.52,24.21,95.49,1.12,95.3
,,274.05,4,0.95,4412.99,31.53,96.65,1.87,91.31
,,252.29,4,0.02,3877.12,23.46,103.13,2.14,102.05
,,250.36,5.1,0.14,3719.98,20.05,78.78,1.34,109.96
,,299.4,4.9,1.27,4108.1,34.67,62.03,2.3,92.02
,,282.94,5.5,2.66,4124.03,21.08,108.64,0.66,106.42
,,268.27,4.9,2.35,3939.09,21.47,67.73,2.18,92.38
,,273.52,4.3,1.66,3986.61,34.79,103.31,2.16,103.4
,,263.33,4.9,1.43,4459.55,17.68,64.94,1.14,102.86
,,267.24,5.5,0.92,4232.69,30.21,82.52,1.1,108.05
,,282.45,4.9,3.38,3610.6,33.72,63.78,1.11,92.28
,,294.14,5,1.52,3712.13,25.24,91.33,2.12,96.31
,,259.21,5.4,0.14,4475.58,15.05,99.19,2.16,91.82
,,292.02,3.7,0.04,4226.47,22.5,70.29,1.16,98.15
,,256.08,4.9,1.75,4415.05,17.23,82.3,1.69,108.23
,,260.75,5.2,1.35,3803.86,23.32,115.81,0.78,105.63
,,251.86,5.4,-0.97,4241.87,30.8,86.54,1.44,104.46
,,257.04,3.9,2.74,4214,23.77,108.15,2.5,100.66
,,295.87,4.5,2.17,3794.69,23.64,115.63,0.82,107.67
,,272.97,4.9,1.98,4050.82,26.14,118.46,2.4,98.99
,,253.88,4,-0.69,4127.42,26.63,113.9,2.15,92.99
,,297.99,4.7,0.63,3981.13,32.13,79.04,2.44,106.75
,,293.95,4,3.21,4327.18,21.17,117.75,0.86,95.59
,,287.73,4.2,2.88,4332.87,31.43,108.74,0.93,91.07
,,296.67,4.4,0.28,4350.6,26.32,110.23,0.53,92.52
,,261.01,4.6,-0.29,4303.42,21.01,60.91,1.95,102.18
,,291.82,4.4,1.02,3988.08,20.9,117.25,1.79,102.14
,,284.5,4.5,0.6,3881.44,22.22,106.69,0.86,95.2
,,293.49,4.1,2.07,4331.38,27.45,106.08,2.08,104.54
,,289.85,3.8,3.35,3990.2,19.62,64.89,1.1,105.47
,,267.32,3.6,0.63,3746.37,33.41,73.95,0.77,108.41
,,288.72,3.9,-0.72,4007.34,26.5,117.74,1.35,101.7
,,263.12,4.7,3.04,3641.85,33.4,90.04,0.68,105.59
,,266.43,5.1,-0.83,4191.63,15.93,83.87,1.03,105.06
,,255.4,3.8,3.29,3835.92,21.85,110.4,1.24,95.16
,,296.75,3.7,1.99,3760.66,15.46,65.24,2.2,96.2
,,264.55,5,3.24,4456.51,20.45,85.02,2.09,99.57
,,276.03,4.1,-0.1,4276.88,32.24,82.54,1.39,90.38
,,269.57,5.4,-0.82,4287.07,15.73,80.99,1.95,95.95
,,298,4.9,1.2,4123.72,23.72,78.46,1.64,99.48
,,266.75,4.2,1.03,4339.17,17.35,72.6,1.18,92.16
,,288.93,4.1,0.49,4259.16,23.34,70.37,1.95,92.53
,,292.77,4.5,3.31,4098.77,31.78,98.42,1.87,99.26
,,271.78,3.7,2.7,4461.12,27.46,115.16,1.74,104.62
,,268.91,3.7,1.98,3691.59,29.74,90.53,1.74,106.67
,,287.39,3.9,-0.27,4443.38,21.98,77.88,1.87,100.93
,,295.64,5,2.3,3901.44,33.89,69.55,1.27,99.49
,,287.75,4.5,2.27,4028.4,29.19,109.81,2.24,97.69
,,261.36,3.5,0.91,3622.74,23.44,118.29,0.82,93.86
,,294.42,4.8,3.16,4040.11,23.53,80.95,2.27,92.93
,,269.38,4.3,-0.25,4111.21,33.37,77.46,1.18,105.84
,,278.81,4.5,0.2,4497.7,26.53,96.09,0.75,99.3
,,291.57,3.9,-0.72,4475.19,29.13,106.52,1.7,105.81
,,259.42,4.6,2.58,4466.4,23.34,87.32,1.25,104.08
,,289.23,5.5,1.8,3848.39,19.47,97.8,2.13,93.88
,,279.81,3.6,0.42,4491.27,29.47,102.99,1.36,100.21
,,294.67,4.1,-0.26,3955.48,27.16,117.64,1.84,98.88
,,258.6,4,-0.82,4351.84,25.03,69.9,1.12,98.48
,,271.03,4,-0.25,3716.32,27.48,119.84,0.92,100.85
,,291.64,4.3,1.04,4005.83,19.17,83.53,1.28,109.64
,,250.96,5.1,0.11,4466.01,30.88,103.39,1.71,106.26
,,255.61,5.3,0.17,4447.03,33.96,94.34,1.81,108.07
,,299.53,3.9,2.94,4183.73,32.82,89.2,1.66,90.59
,,264.02,4.6,1.32,4297.81,21.43,101.88,2.48,92.81
,,298.78,4.8,2.28,3676.43,23.12,83.75,1.88,91.7
,,259.13,4.5,-0.84,4221.66,31.17,67.57,2.36,95.26
,,268.05,4.4,0.64,4118.05,26.9,89.33,0.74,98.84
,,287.64,3.9,1.16,3591.55,25.96,91.31,0.62,102.84
,,282.89,4.5,-0.16,3613.16,33.53,72.11,1.12,100.02
,,279.06,4.3,-0.46,3608.44,25.72,116.14,0.77,108.06
,,276.49,5.1,2.92,4224.36,25.3,73.65,1.55,108.8
,,292.17,5,3.23,3641.72,15.84,84.55,1.54,93.27
,,261.75,3.8,-0.65,3967.73,16.39,69.3,1.65,107.06
,,272.12,3.7,0.57,3856.98,15.15,92.15,1.99,99.63
,,257.77,5.3,3.31,4050.5,33.26,78.46,2.44,99.07
,,279.8,4.6,-0.63,4206.48,23.17,89.36,2.26,105.7
,,262.53,5.2,1.9,4184.72,24.37,73.48,0.74,91.86
,,266.69,3.6,3.37,4015.52,31.91,63.23,1.18,107.65
,,273.56,4.6,3.4,3964.33,27.18,106.75,1.01,103.42
